27-03-2025;0.0
27-03-2025;0.0
27-03-2025;0.0
27-03-2025;0.0
27-03-2025;0.0
27-03-2025;0.0
27-03-2025;0.0
27-03-2025;0.0
27-03-2025;0.0
27-03-2025;0.0
27-03-2025;0.0
27-03-2025;0.0
27-03-2025;0.0
28-03-2025;0.0
28-03-2025;0.0
28-03-2025;0.0
28-03-2025;0.0
28-03-2025;0.0
28-03-2025;0.0
28-03-2025;0.0
28-03-2025;0.0
28-03-2025;0.0
28-03-2025;0.0
28-03-2025;0.0
28-03-2025;0.0
28-03-2025;708.0
28-03-2025;708.0
28-03-2025;708.0
28-03-2025;708.0
28-03-2025;708.0
28-03-2025;708.0
31-03-2025;303.0
31-03-2025;600.0
31-03-2025;600.0
31-03-2025;600.0
31-03-2025;230.0
31-03-2025;230.0
31-03-2025;230.0
31-03-2025;230.0
31-03-2025;230.0
31-03-2025;230.0
31-03-2025;230.0
31-03-2025;230.0
31-03-2025;230.0
31-03-2025;230.0
31-03-2025;460.0
31-03-2025;460.0
31-03-2025;460.0
31-03-2025;230.0
31-03-2025;230.0
